,base_name,fluoride_name,substrate_name,base_smiles,fluoride_smiles,substrate_smiles,yield
13,BTMG,3-NO2,s1,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,OCCCCC1=CC=CC=C1,87
14,BTMG,PBSF,s1,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,OCCCCC1=CC=CC=C1,84
15,BTPP,3-Cl,s1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,OCCCCC1=CC=CC=C1,87
16,BTPP,PyFluor,s1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,OCCCCC1=CC=CC=C1,88
17,BTPP,3-CF3,s1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,OCCCCC1=CC=CC=C1,96
18,BTPP,3-NO2,s1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,OCCCCC1=CC=CC=C1,83
19,BTPP,PBSF,s1,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,OCCCCC1=CC=CC=C1,94
20,DBU,3-Cl,s2,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,OC(C)CCC1=CC=CC=C1,40
21,DBU,PyFluor,s2,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,OC(C)CCC1=CC=CC=C1,57
22,DBU,3-CF3,s2,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,OC(C)CCC1=CC=CC=C1,52
23,DBU,3-NO2,s2,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,OC(C)CCC1=CC=CC=C1,54
24,DBU,PBSF,s2,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,OC(C)CCC1=CC=CC=C1,39
25,MTBD,3-Cl,s2,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,OC(C)CCC1=CC=CC=C1,54
26,MTBD,PyFluor,s2,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,OC(C)CCC1=CC=CC=C1,59
27,MTBD,3-CF3,s2,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,OC(C)CCC1=CC=CC=C1,69
28,MTBD,3-NO2,s2,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,OC(C)CCC1=CC=CC=C1,63
29,MTBD,PBSF,s2,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,OC(C)CCC1=CC=CC=C1,60
30,BTMG,3-Cl,s2,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,OC(C)CCC1=CC=CC=C1,41
31,BTMG,PyFluor,s2,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,OC(C)CCC1=CC=CC=C1,49
32,BTMG,3-CF3,s2,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,OC(C)CCC1=CC=CC=C1,57
33,BTMG,3-NO2,s2,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,OC(C)CCC1=CC=CC=C1,55
34,BTMG,PBSF,s2,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,OC(C)CCC1=CC=CC=C1,61
35,BTPP,3-Cl,s2,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,OC(C)CCC1=CC=CC=C1,42
36,BTPP,PyFluor,s2,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,OC(C)CCC1=CC=CC=C1,53
37,BTPP,3-CF3,s2,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,OC(C)CCC1=CC=CC=C1,60
38,BTPP,3-NO2,s2,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,OC(C)CCC1=CC=CC=C1,51
39,BTPP,PBSF,s2,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,OC(C)CCC1=CC=CC=C1,65
40,DBU,3-Cl,s3,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,CC(C)(O)CCC1=CC=CC=C1,0
41,DBU,PyFluor,s3,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,CC(C)(O)CCC1=CC=CC=C1,4
42,DBU,3-CF3,s3,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,CC(C)(O)CCC1=CC=CC=C1,2
43,DBU,3-NO2,s3,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,CC(C)(O)CCC1=CC=CC=C1,4
44,DBU,PBSF,s3,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,CC(C)(O)CCC1=CC=CC=C1,9
45,MTBD,3-Cl,s3,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,CC(C)(O)CCC1=CC=CC=C1,1
46,MTBD,PyFluor,s3,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,CC(C)(O)CCC1=CC=CC=C1,5
47,MTBD,3-CF3,s3,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,CC(C)(O)CCC1=CC=CC=C1,4
48,MTBD,3-NO2,s3,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,CC(C)(O)CCC1=CC=CC=C1,5
49,MTBD,PBSF,s3,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,CC(C)(O)CCC1=CC=CC=C1,18
50,BTMG,3-Cl,s3,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,CC(C)(O)CCC1=CC=CC=C1,0
51,BTMG,PyFluor,s3,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,CC(C)(O)CCC1=CC=CC=C1,0
52,BTMG,3-CF3,s3,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,CC(C)(O)CCC1=CC=CC=C1,0
53,BTMG,3-NO2,s3,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,CC(C)(O)CCC1=CC=CC=C1,1
54,BTMG,PBSF,s3,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,CC(C)(O)CCC1=CC=CC=C1,17
55,BTPP,3-Cl,s3,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,CC(C)(O)CCC1=CC=CC=C1,0
56,BTPP,PyFluor,s3,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,CC(C)(O)CCC1=CC=CC=C1,0
57,BTPP,3-CF3,s3,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,CC(C)(O)CCC1=CC=CC=C1,1
58,BTPP,3-NO2,s3,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,CC(C)(O)CCC1=CC=CC=C1,0
59,BTPP,PBSF,s3,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,CC(C)(O)CCC1=CC=CC=C1,22
60,DBU,3-Cl,s4,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,OCCCC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)O1,53
61,DBU,PyFluor,s4,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,OCCCC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)O1,63
62,DBU,3-CF3,s4,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,OCCCC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)O1,63
63,DBU,3-NO2,s4,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,OCCCC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)O1,65
64,DBU,PBSF,s4,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,OCCCC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)O1,60
65,MTBD,3-Cl,s4,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,OCCCC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)O1,88
66,MTBD,PyFluor,s4,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,OCCCC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)O1,84
67,MTBD,3-CF3,s4,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,OCCCC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)O1,98
68,MTBD,3-NO2,s4,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,OCCCC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)O1,89
69,MTBD,PBSF,s4,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,OCCCC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)O1,82
70,BTMG,3-Cl,s4,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,OCCCC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)O1,94
71,BTMG,PyFluor,s4,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,OCCCC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)O1,91
72,BTMG,3-CF3,s4,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,OCCCC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)O1,106
73,BTMG,3-NO2,s4,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,OCCCC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)O1,101
74,BTMG,PBSF,s4,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,OCCCC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)O1,91
75,BTPP,3-Cl,s4,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,OCCCC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)O1,94
76,BTPP,PyFluor,s4,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,OCCCC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)O1,98
77,BTPP,3-CF3,s4,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,OCCCC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)O1,104
78,BTPP,3-NO2,s4,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,OCCCC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)O1,95
79,BTPP,PBSF,s4,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,OCCCC1=NC(C2=CC=CC=C2)=C(C3=CC=CC=C3)O1,94
80,DBU,3-Cl,s5,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,O=C(N(C)C(N=CN1C)=C1C2=O)N2CCCCC(C)O,53
81,DBU,PyFluor,s5,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,O=C(N(C)C(N=CN1C)=C1C2=O)N2CCCCC(C)O,68
82,DBU,3-CF3,s5,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,O=C(N(C)C(N=CN1C)=C1C2=O)N2CCCCC(C)O,71
83,DBU,3-NO2,s5,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,O=C(N(C)C(N=CN1C)=C1C2=O)N2CCCCC(C)O,74
84,DBU,PBSF,s5,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,O=C(N(C)C(N=CN1C)=C1C2=O)N2CCCCC(C)O,54
85,MTBD,3-Cl,s5,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,O=C(N(C)C(N=CN1C)=C1C2=O)N2CCCCC(C)O,52
86,MTBD,PyFluor,s5,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,O=C(N(C)C(N=CN1C)=C1C2=O)N2CCCCC(C)O,68
87,MTBD,3-CF3,s5,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,O=C(N(C)C(N=CN1C)=C1C2=O)N2CCCCC(C)O,72
88,MTBD,3-NO2,s5,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,O=C(N(C)C(N=CN1C)=C1C2=O)N2CCCCC(C)O,66
89,MTBD,PBSF,s5,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,O=C(N(C)C(N=CN1C)=C1C2=O)N2CCCCC(C)O,53
90,BTMG,3-Cl,s5,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,O=C(N(C)C(N=CN1C)=C1C2=O)N2CCCCC(C)O,49
91,BTMG,PyFluor,s5,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,O=C(N(C)C(N=CN1C)=C1C2=O)N2CCCCC(C)O,69
92,BTMG,3-CF3,s5,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,O=C(N(C)C(N=CN1C)=C1C2=O)N2CCCCC(C)O,80
93,BTMG,3-NO2,s5,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,O=C(N(C)C(N=CN1C)=C1C2=O)N2CCCCC(C)O,82
94,BTMG,PBSF,s5,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,O=C(N(C)C(N=CN1C)=C1C2=O)N2CCCCC(C)O,76
95,BTPP,3-Cl,s5,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,O=C(N(C)C(N=CN1C)=C1C2=O)N2CCCCC(C)O,48
96,BTPP,PyFluor,s5,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,O=C(N(C)C(N=CN1C)=C1C2=O)N2CCCCC(C)O,67
97,BTPP,3-CF3,s5,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,O=C(N(C)C(N=CN1C)=C1C2=O)N2CCCCC(C)O,78
98,BTPP,3-NO2,s5,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,O=C(N(C)C(N=CN1C)=C1C2=O)N2CCCCC(C)O,66
99,BTPP,PBSF,s5,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,O=C(N(C)C(N=CN1C)=C1C2=O)N2CCCCC(C)O,72
100,DBU,3-Cl,s6,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N(C(C4=CC=CC=C4)=O)C(C5=CC=CC=C5)=O)=NC=N3)[C@H](OC(C6=CC=CC=C6)=O)[C@@H]1OC(C7=CC=CC=C7)=O,6
101,DBU,PyFluor,s6,N12CCCN=C1CCCCC2,O=S(C1=CC=CC=N1)(F)=O,OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N(C(C4=CC=CC=C4)=O)C(C5=CC=CC=C5)=O)=NC=N3)[C@H](OC(C6=CC=CC=C6)=O)[C@@H]1OC(C7=CC=CC=C7)=O,13
102,DBU,3-CF3,s6,N12CCCN=C1CCCCC2,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N(C(C4=CC=CC=C4)=O)C(C5=CC=CC=C5)=O)=NC=N3)[C@H](OC(C6=CC=CC=C6)=O)[C@@H]1OC(C7=CC=CC=C7)=O,14
103,DBU,3-NO2,s6,N12CCCN=C1CCCCC2,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N(C(C4=CC=CC=C4)=O)C(C5=CC=CC=C5)=O)=NC=N3)[C@H](OC(C6=CC=CC=C6)=O)[C@@H]1OC(C7=CC=CC=C7)=O,17
104,DBU,PBSF,s6,N12CCCN=C1CCCCC2,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N(C(C4=CC=CC=C4)=O)C(C5=CC=CC=C5)=O)=NC=N3)[C@H](OC(C6=CC=CC=C6)=O)[C@@H]1OC(C7=CC=CC=C7)=O,29
105,MTBD,3-Cl,s6,CN1CCCN2CCCN=C21,ClC1=CC=C(S(=O)(F)=O)C=C1,OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N(C(C4=CC=CC=C4)=O)C(C5=CC=CC=C5)=O)=NC=N3)[C@H](OC(C6=CC=CC=C6)=O)[C@@H]1OC(C7=CC=CC=C7)=O,17
106,MTBD,PyFluor,s6,CN1CCCN2CCCN=C21,O=S(C1=CC=CC=N1)(F)=O,OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N(C(C4=CC=CC=C4)=O)C(C5=CC=CC=C5)=O)=NC=N3)[C@H](OC(C6=CC=CC=C6)=O)[C@@H]1OC(C7=CC=CC=C7)=O,26
107,MTBD,3-CF3,s6,CN1CCCN2CCCN=C21,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N(C(C4=CC=CC=C4)=O)C(C5=CC=CC=C5)=O)=NC=N3)[C@H](OC(C6=CC=CC=C6)=O)[C@@H]1OC(C7=CC=CC=C7)=O,30
108,MTBD,3-NO2,s6,CN1CCCN2CCCN=C21,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N(C(C4=CC=CC=C4)=O)C(C5=CC=CC=C5)=O)=NC=N3)[C@H](OC(C6=CC=CC=C6)=O)[C@@H]1OC(C7=CC=CC=C7)=O,36
109,MTBD,PBSF,s6,CN1CCCN2CCCN=C21,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N(C(C4=CC=CC=C4)=O)C(C5=CC=CC=C5)=O)=NC=N3)[C@H](OC(C6=CC=CC=C6)=O)[C@@H]1OC(C7=CC=CC=C7)=O,38
110,BTMG,3-Cl,s6,CN(C)/C(N(C)C)=N/C(C)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N(C(C4=CC=CC=C4)=O)C(C5=CC=CC=C5)=O)=NC=N3)[C@H](OC(C6=CC=CC=C6)=O)[C@@H]1OC(C7=CC=CC=C7)=O,21
111,BTMG,PyFluor,s6,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=CC=N1)(F)=O,OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N(C(C4=CC=CC=C4)=O)C(C5=CC=CC=C5)=O)=NC=N3)[C@H](OC(C6=CC=CC=C6)=O)[C@@H]1OC(C7=CC=CC=C7)=O,31
112,BTMG,3-CF3,s6,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N(C(C4=CC=CC=C4)=O)C(C5=CC=CC=C5)=O)=NC=N3)[C@H](OC(C6=CC=CC=C6)=O)[C@@H]1OC(C7=CC=CC=C7)=O,34
113,BTMG,3-NO2,s6,CN(C)/C(N(C)C)=N/C(C)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N(C(C4=CC=CC=C4)=O)C(C5=CC=CC=C5)=O)=NC=N3)[C@H](OC(C6=CC=CC=C6)=O)[C@@H]1OC(C7=CC=CC=C7)=O,40
114,BTMG,PBSF,s6,CN(C)/C(N(C)C)=N/C(C)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N(C(C4=CC=CC=C4)=O)C(C5=CC=CC=C5)=O)=NC=N3)[C@H](OC(C6=CC=CC=C6)=O)[C@@H]1OC(C7=CC=CC=C7)=O,49
115,BTPP,3-Cl,s6,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,ClC1=CC=C(S(=O)(F)=O)C=C1,OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N(C(C4=CC=CC=C4)=O)C(C5=CC=CC=C5)=O)=NC=N3)[C@H](OC(C6=CC=CC=C6)=O)[C@@H]1OC(C7=CC=CC=C7)=O,32
116,BTPP,PyFluor,s6,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=CC=N1)(F)=O,OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N(C(C4=CC=CC=C4)=O)C(C5=CC=CC=C5)=O)=NC=N3)[C@H](OC(C6=CC=CC=C6)=O)[C@@H]1OC(C7=CC=CC=C7)=O,38
117,BTPP,3-CF3,s6,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C(C(F)(F)F)C=C1)(F)=O,OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N(C(C4=CC=CC=C4)=O)C(C5=CC=CC=C5)=O)=NC=N3)[C@H](OC(C6=CC=CC=C6)=O)[C@@H]1OC(C7=CC=CC=C7)=O,45
118,BTPP,3-NO2,s6,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,O=S(C1=CC=C([N+]([O-])=O)C=C1)(F)=O,OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N(C(C4=CC=CC=C4)=O)C(C5=CC=CC=C5)=O)=NC=N3)[C@H](OC(C6=CC=CC=C6)=O)[C@@H]1OC(C7=CC=CC=C7)=O,49
119,BTPP,PBSF,s6,CC(N=P(N1CCCC1)(N2CCCC2)N3CCCC3)(C)C,FC(C(F)(S(=O)(F)=O)F)(F)C(F)(F)C(F)(F)F,OC[C@H]1O[C@@H](N(C=N2)C3=C2C(N(C(C4=CC=CC=C4)=O)C(C5=CC=CC=C5)=O)=NC=N3)[C@H](OC(C6=CC=CC=C6)=O)[C@@H]1OC(C7=CC=CC=C7)=O,47
120,DBU,3-Cl,s7,N12CCCN=C1CCCCC2,ClC1=CC=C(S(=O)(F)=O)C=C1,OCCN(CC)C(C=C1)=CC=C1/N=N/C2=CC=C([N+]([O-])=O)C=C2Cl,43
